rotten_tomatoes_link,movie_info
m/ultimate_gift,"Jason Stevens (Drew Fuller) lives a life of wealth and privilege. When his grandfather (James Garner) dies, Jason expects to receive a hefty inheritance. Instead, however, Jason must set out on a journey of self-discovery to earn the true gift his grandfather meant for him to have. Along the way, Jason befriends a dying girl (Abigail Breslin) and her mother (Ali Hillis) and learns what is really important in life."
m/ultras,An aging soccer fanatic faces down the reality of his past while struggling to give himself and a young follower very different futures.
m/ulzanas_raid,"When word arrives that Apache warrior Ulzana has assembled a war party and left the reservation, the United States Army pegs veteran tracker McIntosh (Burt Lancaster) and Apache Ke-Ni-Tay (Jorge Luke) to lead a young, prejudiced lieutenant's (Bruce Davison) troops to find Ulzana. Outmaneuvered and unfamiliar with the terrain, the cavalry struggles to stop the long-mistreated and raging Apaches from destroying everything in their path in what initially seem like senseless acts of violence."
m/umberto_d,"When elderly pensioner Umberto Domenico Ferrari (Carlo Battisti) returns to his boarding house from a protest calling for a hike in old-age pensions, his landlady (Lina Gennari) demands her 15,000-lire rent by the end of the month or he and his small dog will be turned out onto the street. Unable to get the money in time, Umberto fakes illness to get sent to a hospital, giving his beloved dog to the landlady's pregnant and abandoned maid (Maria-Pia Casilio) for temporary safekeeping."
m/un_amour_de_jeunesse,"A 15-year-old (Lola Créton) discovers the joys and heartaches of first love with an older teen (Sebastian Urzendowsky), but in the ensuing years, cannot seem to move past their breakup."
m/un_oso_rojo,"Released from prison, a man (Julio Chávez) re-establishes contact with his daughter and participates in a deadly heist."
m/un_padre_no_tan_padre,"Don Servando Villegas (Héctor Bonilla) is an old-fashioned Mexican patriarch who gets kicked out of his retirement home for bad behavior. With no place else to go, Don must now live with his estranged son Francisco (Benny Ibarra de Llano) in the house that he shares with his girlfriend. New Age collides with old age as father and child soon start to clash over just about everything."
m/una_2017,A young woman's (Rooney Mara) confrontation with a man (Ben Mendelsohn) from her past threatens to derail his new life and her stability.
m/una_noche_2013,"Raul dreams of escaping to Miami. When he is accused of assault, he convinces his friend Elio to help him cross the ocean."
m/unaccompanied_minors,"When a Christmas Eve blizzard shuts down the airport, five stranded youths take the opportunity to run wild and have some fun. Racing with golf carts and sliding down baggage chutes, the kids create holiday pandemonium for an uptight airport official (Lewis Black) and his gullible assistant (Wilmer Valderrama)."
m/unbearable_lightness_of_being,"Successful surgeon Tomas (Daniel Day-Lewis) leaves Prague for an operation, meets a young photographer named Tereza (Juliette Binoche), and brings her back with him. Tereza is surprised to learn that Tomas is already having an affair with the bohemian Sabina (Lena Olin), but when the Soviet invasion occurs, all three flee to Switzerland. Sabina begins an affair, Tom continues womanizing, and Tereza, disgusted, returns to Czechoslovakia. Realizing his mistake, Tomas decides to chase after her."
m/unbelievable_truth,An ex-convict (Robert Burke) works for a Long Island garage owner (Christopher Cooke) who has a restless daughter (Adrienne Shelly) bound for Harvard.
m/unborn_in_the_usa,"This documentary examines the strategies of American anti-abortion activists. Mild-mannered college students are trained by conservative Christian organization Focus on the Family on how to infiltrate campuses and make their points. Other activists are more agitated, including the Rev. Don Spitz, who advocates violence against abortion doctors and clinics. Many rely on graphic, blown-up photographs of aborted fetuses to get people's attention, often infuriating passers-by."
m/unbranded,Four friends travel across public land from Mexico to Canada with 16 horses.
m/unbreakable,David Dunn (Bruce Willis) is the sole survivor of a devastating train wreck. Elijah Price (Samuel L. Jackson) is a mysterious stranger who offers a bizarre explanation as to why David escaped without a single scratch -- an explanation which threatens to change David's family and his life forever.
m/unbroken_2014,"As a boy, Louis ""Louie"" Zamperini is always in trouble, but with the help of his older brother, he turns his life around and channels his energy into running, later qualifying for the 1936 Olympics. When World War II breaks out, Louie enlists in the military. After his plane crashes in the Pacific, he survives an incredible 47 days adrift in a raft, until his capture by the Japanese navy. Sent to a POW camp, Louie becomes the favorite target of a particularly cruel prison commander."
m/unbroken_path_to_redemption,"Haunted by nightmares of his horrific experiences, World War II hero Louis Zamperini meets Cynthia Applewhite, a young woman who becomes his wife. Zamperini's personal demons soon threaten to destroy his marriage -- until he hears the stirring words of the Rev. Billy Graham in 1949. Embracing his newfound Christian faith, Louis starts to turn his life around by learning to forgive his former oppressors and spreading the message of peace and love."
m/uncertain,"In Uncertain, Texas, an aquatic weed threatens the lake of this small American border town and the livelihoods of those who live there. As some of the men in town attempt to figure out their future, they confront a haunting past."
m/uncertain_terms,"Robbie flees city life and takes refuge in his aunt's house, a makeshift home for pregnant teenagers."
m/uncertainty,"A coin flip decides whether a young couple (Joseph Gordon-Levitt, Lynn Collins) attends a Fourth of July bash or has a wild adventure in the city."
m/uncle_boonmee,"Afflicted with kidney disease, Uncle Boonmee (Thanapat Saisaymar) is preparing himself for death. He has assembled his relatives in the countryside, convinced he will die within a few days. The ghost of his wife appears and offers guidance on his journey into the beyond, while his estranged son materializes in the guise of a jungle creature. Surrounded by his loved ones, Uncle Boonmee reflects on memories of his past lives, and he decides he must visit a special place before he goes."
m/uncle_buck,"When Cindy (Elaine Bromka) and her husband, Bob (Garrett M. Brown), have to leave town for a family emergency, there is only one person available to babysit for their three kids: Bob's lazy, carefree brother, Buck (John Candy). While he immediately gets along with the two younger children (Gaby Hoffman, Macaulay Culkin), Buck must change his bachelor lifestyle if he wants to be a responsible caregiver for the angst-filled teenager, Tia (Jean Louisa Kelly)."
m/uncle_drew,"After draining his life savings to enter a team in the Rucker Classic street ball tournament in Harlem, Dax is dealt a series of setbacks, including losing his team to his longtime rival. Desperate to win the tournament and the cash prize, Dax stumbles upon the man, the myth, the legend Uncle Drew and convinces him to return to the court one more time. The two men embark on a road trip to round up Drew's old basketball squad and prove that a group of septuagenarians can still win the big one."
m/uncle_kent,"Though he hopes to get her into bed, a cartoonist's visit with a woman he met in a chat room does not go exactly as planned."
m/uncle_kent_2,"Kent travels to a comic book convention, loses his mind, and confronts the end of the world."
m/uncle_nick_2015,Nick (Brian Posehn) visits his brother's new house on Christmas Eve and revels in the inevitable implosion of the night as he tries to seduce his sex-pot step-niece.
m/uncle_peckerhead,Terror strikes when a man-eating roadie joins a bassist and her punk-rock band on their first tour.
m/uncle_sam,A Gulf War veteran rises from the dead to wreak vengeance upon unpatriotic residents of his hometown.
m/unconditional_2012,Samantha has a storybook life then loses her faith when her husband is killed in a senseless act of violence. Sam's faith reignites when she meets a childhood friend who cares for children in his under-resourced neighborhood.
m/uncorked_2020,A young man upsets his father when he pursues his dream of becoming a master sommelier instead of joining the family barbecue business.
m/uncovered_the_whole_truth_about_the_iraq_war,"The Bush administration's decision to go to war with Iraq in 2003 is scrutinized in this documentary. According to several of the military, diplomatic and intelligence insiders in the film, some Bush staffers knowingly misled the public when they claimed that Iraqi President Saddam Hussein was close to acquiring weapons of mass destruction. The documentary also suggests that the press too often took the Bush administration at its word instead of investigating the White House's contentions."
m/uncut_gems,"A charismatic jeweler makes a high-stakes bet that could lead to the windfall of a lifetime. In a precarious high-wire act, he must balance business, family and adversaries on all sides in pursuit of the ultimate win."
m/undead_2003,"Survivors (Felicity Mason, Mungo McKay, Rob Jenkins) band together after a meteor shower transforms the residents of an Australian fishing village into flesh-eating zombies."
m/undefeated_2012,"Since its founding in 1899, Manassas High School in North Memphis has never had a football team win a playoff game. In 2004, former high-school coach Bill Courtney offers to help turn the Manassas Tigers around. Nurturing his players' physical and emotional strengths, Courtney's efforts pay off in 2009, when the Tigers, led by their star player O.C., seem to have a chance to break their school's 110-year losing streak and finally win a playoff game."
m/under_fire,"A pair of news correspondents chronicling the final days of the corrupt Samoza Regime in Nicaragua find themselves under fire from both sides. After an American news reporter is killed in Nicaragua, two of his fellow journalists choose to participate actively in the revolution. As the Samoza power base falls, they face dilemmas concerning their relationship with each other and their loss of professional objectivity."
m/under_our_skin,"One difficulty in diagnosing Lyme disease is the fact that its symptoms are very broad, they seem to mimic those of other diseases and they vary from patient to patient. This documentary investigates the epidemic we are now facing and traces its flourishing to a negligent and corrupt health care system. Interviews with patients and doctors paints a clear picture of a medical industry that has decided to place profits ahead of the health of the people it is supposed to be treating."
m/under_siege,"A heroic loner takes on a group of nuclear terrorists in this seagoing tale. Posing as a rock band, the terrorists get themselves hired for a party aboard the USS Missouri, a battleship en route to Pearl Harbor for decommissioning. They plan to steal the ship's nuclear arsenal but haven't reckoned on the intervention of the ship's chef, a decorated former Navy SEAL."
m/under_siege_2_dark_territory,"Former U.S. Navy SEAL Casey Ryback (Steven Seagal) has left the armed forces to lead a quiet life as a chef in Denver. While taking time off from his new job, Ryback decides to go on a scenic train trip with his niece Sarah (Katherine Heigl). When the arrival of evil genius Travis Dane (Eric Bogosian) and an international team of hijackers interrupts their relaxing journey through the majestic Rocky Mountains, Ryback must get involved and save the day."
m/under_suspicion_1991,"In the late 1950s, British police officer Tony Aaron (Liam Neeson) resigns from the force after sleeping with Hazel (Maggie O'Neill), wife of the man whose house he was supposed to guard. In his new job as a fake private investigator, he helps couples get divorces by photographing Hazel having ""affairs"" with the husband. When she is murdered during a job, Tony begins having an affair with the dead man's mistress, Angeline (Laura San Giacomo), while trying to prove his innocence."
m/under_the_bed_2012,"Two brothers (Jonny Weston, Gattlin Griffith) join forces to protect themselves and the rest of their family from a monster."
m/under_the_boardwalk_the_monopoly_story_2010,Players come together to compete for the title of Monopoly World Champion.
m/under_the_bombs,A woman enters Lebanon in search of her sister and nephew.
m/under_the_cherry_moon,News of a trust-fund beauty (Kristin Scott Thomas) inspires the pianist (Prince) at a hotel in Nice on the Riviera.
m/under_the_eiffel_tower,"After being rejected by his best friend's 24-year-old daughter, a 50-year-old man embarks on a journey across the French countryside."
m/under_the_gun_2016,"Firsthand accounts from parents of Sandy Hook victims, expert commentary and statistics reveal the state of American gun violence and gun control laws."
m/under_the_roofs_of_paris,"In the tenement slums of Paris between the world wars, impoverished street singer Albert (Albert Préjean) yearns for beautiful Romanian immigrant Pola (Pola Illery). Pola's boyfriend, local hoodlum Fred (Gaston Modot), grows jealous of Albert's constant attention to his woman and frames the hapless musician for one of his own petty crimes. But while Albert is in prison for Fred's misdeed, Pola ends up falling for Albert's faithful best friend, Louis (Edmond T. Gréville)."
m/under_the_same_moon_2008,"Single mother Rosario (Kate del Castillo) leaves her young son Carlitos (Adrian Alonso) in the care of his grandmother and illegally crosses the border into the U.S. Though she hopes to eventually make a better life for herself and her son, she toils in a dead-end job as a cleaning lady in Los Angeles. When Carlitos' grandmother passes away some years later, the boy begins a difficult and dangerous journey to join her."
m/under_the_sand,"For many years, Marie and Jean have happily spent their vacation together in the Landes region of western France. But this summer, while Marie naps on the beach, her husband goes swimming and vanishes without a trace. Tenaciously and disquietingly, Marie keeps the memory of her husband alive, often speaking of him as if he never disappeared. An offbeat study of the grieving process that will ring true for anyone who has gone through a similar personal loss."
m/under_the_shadow,"After Shideh's building is hit by a missile during the Iran-Iraq War, a superstitious neighbor suggests that the missile was cursed and might be carrying malevolent Middle-Eastern spirits. She becomes convinced a supernatural force within the building is attempting to possess her daughter Dorsa, and she has no choice but to confront these forces if she is to save her daughter and herself."
m/under_the_silver_lake,"Sam is a disenchanted 33-year-old who discovers a mysterious woman, Sarah, frolicking in his apartment's swimming pool. When she vanishes, Sam embarks on a surreal quest across Los Angeles to decode the secret behind her disappearance, leading him into the murkiest depths of mystery, scandal, and conspiracy in the City of Angels."
m/under_the_skin_2013,"Disguising herself as a human female, an extraterrestrial (Scarlett Johansson) drives around Scotland and tries to lure unsuspecting men into her van."
m/under_the_sun_2016,An ordinary family in Pyongyang is followed for a year.
m/under_the_tuscan_sun,"When Frances Mayes (Diane Lane) learns her husband is cheating on her from a writer whom she gave a bad review, her life is turned upside down. In an attempt to bring her out of a deep depression, her best friend, Patti (Sandra Oh), encourages Frances to take a tour of Italy. During the trip, the new divorcée impulsively decides to purchase a rural Tuscan villa and struggles to start her life anew amid colorful local characters, including the handsome Marcello (Raoul Bova)."
m/under_the_yum_yum_tree,"Libidinous Hogan (Jack Lemmon) is a landlord who prefers to rent his rooms to attractive single females. Hogan is instantly smitten with a pretty new tenant named Robin (Carol Lynley), but realizes that he'll have to contend with Robin's boyfriend, David (Dean Jones), if he's to attain the object of his desire. He gets his opportunity when he learns that the couple's living arrangement is a pre-marital experiment to see if they would be compatible as partners when sex is out of the equation."
m/underclassman,"Thanks to his boyish appearance, young cop Tre Stokes (Nick Cannon) scores an undercover assignment at a California high school in order to break up a stolen-car ring. Although Tre is on the good side of his superior, Capt. Delgado (Cheech Marin), he still has his work cut out for him, since the criminal ties at the school go deeper than he expected. While Tre's new friend, Rob (Shawn Ashmore), is involved in the thefts, he must figure out the identity of the person behind the whole operation."
m/undercover_brother,"Blasted from the past and ready to take care of business, ""Undercover Brother"" is recruited to infiltrate a sinister underground movement headed by The Man. Partnered with the sassy, stunning Sistah Girl (Aunjanue Ellis), our hero must first undergo the ultimate attitude adjustment and trade in his 'fro and platforms for tennis sweaters and penny loafers. Once the transformation is complete, he's ready to take on the evil perpetrators of Operation Whitewash."
m/underdog,"After a lab accident gives him extraordinary powers, including the ability to speak, a canine (Jason Lee) declares himself the protector of Capitol City and, especially, of a fetching spaniel named Polly Purebred (Brad Garrett). Underdog must save the day when evil scientist Simon Barsinister (Peter Dinklage) and his giant henchman (Patrick Warburton) hatch a plot to destroy Capitol City."
m/undertaking_betty,A politician's wife (Brenda Blethyn) and the mortician (Alfred Molina) who has secretly loved her for years plan to fake her death so they can run away together.
m/undertow,"After his wife dies, John Munn (Dermot Mulroney) moves with his sons Chris (Jamie Bell) and Tim (Devon Alan) to rural Georgia to raise pigs. Rebelling against his father, Chris initially welcomes the arrival of Uncle Deel (Josh Lucas), just out of jail. Still angry that John married the woman he loved, Deel tries to steal a stash of gold coins, and kills his brother in the struggle. Grabbing the treasure, Chris flees with Tim, and the boys try to elude the murderous Deel."
m/undertow_2009,
m/underwater_2020,"Disaster strikes more than six miles below the ocean surface when water crashes through the walls of a drilling station. Led by their captain, the survivors realize that their only hope is to walk across the sea floor to reach the main part of the facility. But they soon find themselves in a fight for their lives when they come under attack from mysterious and deadly creatures that no one has ever seen."
m/underworld,"Under cover of night, vampires engage in an age-old battle with their sworn enemies, the Lycans, a clan of violent werewolves. Selene (Kate Beckinsale), a vampire orphaned in the wake of a bloody Lycan attack, works for the vampire clan as a trained killer. When the Lycans take a mysterious interest in Michael Corvin (Scott Speedman), an exceptional mortal doctor, Selene struggles to save him from Lucian (Michael Sheen), a ruthless Lycan leader hellbent on ending the vampire bloodline."
m/underworld_awakening,"In the years since she and her human-lycan lover, Michael, defeated Elder Marcus, vampire warrior Selene (Kate Beckinsale) has been taken captive by humans, while they wage an all-out war against both lycans and vampires. Awakening after more than a decade, Selene discovers that Michael is dead, but that she has given birth to his daughter, Eve. Shunned by nearly all surviving vampires, save one (Theo James), even Selene seems powerless against her latest opponent: a genetically enhanced lycan."
m/underworld_blood_wars_2017,"Death dealer Selene (Kate Beckinsale) must fend off brutal attacks from both the Lycan clan and the vampire faction that betrayed her. Joining forces with allies David (Theo James) and Thomas (Peter Andersson), she embarks on a quest to end the eternal war between the two races, even if it means making the ultimate sacrifice."
m/underworld_evolution,"Seductive vampire Selene (Kate Beckinsale) and renegade werewolf Michael (Scott Speedman) love one another, but find themselves abhorred by the members of their own clans. Seeking clues that might provide a key to healing the rift between their species, they are hounded by Marcus (Tony Curran), an ancient creature obsessed with perpetuating the war between them. Continually beset by enemies from both sides, the lovers explore their pasts as they seek their destiny."
m/underworld_rise_of_the_lycans,"Viktor (Bill Nighy), the cruel king of the vampires, has persecuted the Lycans for centuries. Young Lycan Lucian (Michael Sheen) rallies his people against Viktor and his Death Dealer warriors. With his secret lover Sonja (Rhona Mitra), a vampire, at his side, Lucian leads the werewolves in a final battle to break free of enslavement -- or die trying."
m/undiscovered,A model (Pell James) moves to Los Angeles to launch an acting career and hatches a scheme to boost a singer's (Steven Strait) fame.
m/undisputed,"Tells the story of an undefeated world-champion prize fighter (Ving Rhames) who is convicted of rape and sent to prison, where he must confront and ultimately fight the reigning prison boxing champion (Wesley Snipes). One man fighting for his honor, another fighting for his future ... only one will emerge from the ring ""Undisputed."""
m/undrafted_2016,"After a college baseball star doesn't make the Major League Baseball draft, an intramural game with friends becomes hugely important to him as he tries to accept his broken dreams."
m/une_vieille_maitresse,"After notorious libertine Ryno de Marigny (Fu'ad Ait Aatou) wins the hand of Hermangarde (Roxane Mesquida), the most marriageable young woman in all the French aristocracy, he breaks off a decade-long relationship with his mistress, Vellini (Asia Argento). When rumor of his affair with Vellini reaches Hermangarde's family, her elderly grandmother confronts him and forces him to tell her the story of their love. Meanwhile, Vellini may not accept rejection that easily."
m/unexpected_2015,"A pregnant high-school teacher (Cobie Smulders) forms an unlikely friendship with a promising student (Gail Bean), also an expectant mother."
m/unfaithful,"Described by director Adrian Lyne (""Fatal Attraction"") as ""an erotic thriller about the body language of guilt."" When Edward (Richard Gere) innocently learns that his wife Connie (Diane Lane) has lied to him about an affair, suspicion propels him to uncover the devastating details of her infidelity. Tormented by the knowledge, he confronts her lover, only to discover a level of rage within himself that he could never have imagined."
m/unfinished_business_2015,"Tired of playing second-fiddle to his obnoxious boss (Sienna Miller), businessman Dan Trunkman (Vince Vaughn) quits and forms his own competing mineral sales firm. He takes a retiring associate (Tom Wilkinson) and a dim-witted sales applicant (Dave Franco) with him. After a year and a half of struggle, a promising deal is in sight -- then promptly folds, thanks to Dan's ex-boss. Determined to save the deal, Dan and company fly to Germany, where a series of outrageous obstacles awaits."
m/unfinished_life,"Einar (Robert Redford), a recovering alcoholic rancher who lives with his loyal pal Mitch (Morgan Freeman), gets an unexpected visit from his daughter-in-law, Jean (Jennifer Lopez), and granddaughter, Griff (Becca Gardner). Einar holds a grudge against Jean because he feels she's responsible for his son's accidental death, but he reluctantly lets her stay at the farm when he learns that she's trapped in a violent relationship. Over time, they grow closer and try to heal their emotional wounds."
m/unfinished_song,An aging British curmudgeon (Terence Stamp) joins a community choir to cheer his cancer-stricken wife (Vanessa Redgrave).
m/unfit_the_psychology_of_donald_trump,Mental health professionals discuss the behavior and stability of President Donald Trump.
m/unforgettable,"Wrongfully accused of murdering his wife, Dr. David Krane (Ray Liotta) is luckily acquitted through a technicality. As a free man, he begins searching for the real killer, and learns that another physician, Dr. Martha Briggs (Linda Fiorentino), is conducting memory experiments that could help lead him to the culprit. Using Briggs' technique, he injects himself with a sample of his wife's spinal fluid and begins seeing her past. But he then uncovers a conspiracy that endangers his own life."
m/unforgettable_2017,"Barely coping with the end of her marriage, Tessa Connover learns that her ex-husband, David, is now happily engaged to Julia. Trying to settle into her new life, Julia believes she has finally met the man of her dreams, the man who can help her forget her troubled past. Soon, Tessa's jealousy starts to consume her, and she will stop at nothing to turn Julia's paradise into the ultimate nightmare."
m/unforgivable_2012,An author moves to Venice to write a novel and falls in love with a woman he does not fully trust.
m/unfriended,"One night, while teenagers Blaire, Mitch, Jess, Adam Ken and Val take part in an online group chat session, they are suddenly joined by a user known only as ""Billie227."" Thinking it's just a technical glitch, the friends carry on their conversation... until Blaire begins receiving messages from someone claiming to be Laura Barns, a classmate who killed herself exactly one year prior. As Blaire tries to expose Billie's identity, her friends are forced to confront their darkest secrets and lies."
m/unfriended_dark_web,"After finding a laptop, a young man goes online to play a game with five of his good friends. He shows them a mysterious folder that plays disturbing videos of people who appear to be in danger. They then receive an anonymous message that tells them they will all die if they disconnect or call the police. The planned night of fun quickly turns deadly as each user becomes the target of something sinister while the others watch helplessly in terror."
m/unhook_the_stars,"Widowed mother Mildred (Gena Rowlands) must suddenly redefine herself and find an outlet for her nurturing side when her adult daughter moves out of the family home. Though Mildred thinks she's found her purpose when her neighbor, overworked single mother Monica (Marisa Tomei), asks her to look after her little boy, J.J. (Jake Lloyd), she has great difficulty learning to strike a healthy balance between giving selflessly to others and remembering to take care of herself."
m/unicorn_store,
m/uninvited_2009,"After spending time in a psychiatric facility, young Anna (Emily Browning) finds significant changes in store at home. Her widowed father (David Strathairn) is now engaged to her mother's former nurse, Rachel (Elizabeth Banks). One night, the ghost of Anna's mother appears, screaming for revenge and accusing Rachel of murder. Anna and her sister, Alex (Arielle Kebbel), start to investigate, but they may be unprepared for the lethal battle of wills that ensues."
m/union_2019,A woman disguises herself in the Confederate Army as her dead brother to get revenge on the soldiers who killed her family.
m/union_square_2012,"Two long-estranged sisters (Mira Sorvino, Tammy Blanchard) learn to overcome their differences when one, on the verge of a nervous breakdown, unexpectedly shows up at the other's Manhattan apartment."
m/united_93,"On Sept. 11, 2001, terrorists seize control of United Airlines Flight 93 and three other planes. As realization of the imminent horror dawns on passengers, crew and loved ones on the ground, the courageous acts by those held hostage in the air count down in actual time."
m/united_passions,"Jules Rimet (Gérard Depardieu), João Havelange (Sam Neill) and Sepp Blatter (Tim Roth) overcome obstacles to make the World Cup become a reality."
m/united_red_army,"Japanese student protests soon lead to the formation of a new, left-wing group, the United Red Army. Led by Hiroko Nagata (Akie Namiki) and Tsuneo Mori (Go Jibiki), the band of young adults heads to the mountains for paramilitary training. Despite the group's opposition to Japan's military strategies, the leaders mimic the practice of killing members for minor infractions like kissing. The group's short rise to power culminates in the Asama-Sanso incident, in which many members are assassinated."
m/united_states_of_leland,"A withdrawn young man, Leland Fitzgerald (Ryan Gosling) is imprisoned for the murder of a mentally disabled boy, who also happened to be the brother of his girlfriend, Becky (Jena Malone). As the community struggles to deal with the killing, Pearl Madison (Don Cheadle), a teacher at the prison, decides to write about Leland's case. Meanwhile, others affected by the murder, including Becky and her sister, Julie (Michelle Williams), must contend with their own problems."
m/united_we_fan,"Whether it's ""Star Trek,"" ""Designing Women"" or ""Veronica Mars,"" super-fans don't take the cancellation of their favorite TV series lying down. Meet the letter-writing, crowd-funding, rabble-rousing activists who fight to keep shows on the air."
m/universal_soldier,"During the Vietnam War, soldier Luc Deveraux (Jean-Claude Van Damme) finds that his superior officer, Andrew Scott (Dolph Lundgren), has turned violently deranged, and the two fight to the death. After their bodies are retrieved, they are placed into a secret program in which they are reanimated and trained to become unquestioning killing machines. While Devereaux and Scott initially have no memory of their former lives, glimpses of their pasts start to return, rekindling their intense conflict."
m/universal_soldier_day_of_reckoning,Archenemies Luc Devereaux (Jean-Claude Van Damme) and Andrew Scott (Dolph Lundgren) contend with a terrifying army of reanimated supersoldiers.
m/universal_soldier_the_return,"After being brought back from the dead as a genetically enhanced warrior, Luc Deveraux (Jean-Claude Van Damme) is now fully human and working with scientist Dylan Cotner (Xander Berkeley) to create a new, safer breed of fighters. When Cotner's project loses its funding, his supercomputer, the sentient SETH (Michael Jai White), is scheduled to be turned off. Alarmed, SETH takes over a human body to defend itself. To prevent the machine from destroying mankind, Luc must fight back."
m/unknown_2011,"After a serious car accident in Berlin, Dr. Martin Harris (Liam Neeson) awakes to find his world in utter chaos. His wife (January Jones) does not recognize him; another man is using his identity, and mysterious assassins are hunting him. The authorities do not believe his claims, and he must go on the run alone. With an unlikely ally (Diane Kruger), Martin leaps into a perplexing situation that will force him to discover how far he is willing to go for the truth."
m/unlawful_entry,"Happily married Michael (Kurt Russell) and Karen Carr (Madeleine Stowe) call the police after a failed robbery. Officer Pete Davis (Ray Liotta) arrives and helps arrange the installation of a new security system. The grateful Carrs have Pete to dinner and strike up a friendship. Pete invites Michael to ride with him during a night's patrol and gives him the chance to beat up the burglar. Michael refuses and tells the disturbed cop to stay away, but Pete begins stalking the terrified couple."
m/unleashed_2017,"Emma, a brilliant but awkward app designer, moves to San Francisco with her adorable cat and energetic mutt after her boyfriend betrays her. One night, drawn by the light of a supermoon, Emma's pets escape into the night and are transformed into adult men, forcing Emma to reconsider her outlook on dating and work on her trust issues."
m/unlocked_2017,"After failing to apprehend the terrorist behind a Paris attack that claimed dozens of lives, CIA agent Alice Racine is forced to live in London as a caseworker. Her mentor unexpectedly calls her back into action when the CIA discovers that another attack is imminent. Alice soon learns that the classified information she's uncovered has been compromised. Running for her life, she turns to a former soldier to help her prevent a lethal biological attack on the citizens of London."
m/unlovable,"After losing her boyfriend, her job, and waking up naked in the middle of a bachelor party due to her constant hunger for physical intimacy, a woman realizes she has a problem: sex addiction. She seeks help and agrees to go 30 days without her ex, boys, sex or romance. She soon discovers the true meaning of intimacy when she begins making music with a reclusive man."
m/unloved,"Lucy is 11-years-old and lives with her father. One day, not for the first time, he beats her. The next time she returns to school, Lucy asks to see her social worker Jackie. Lucy is known to social services and has been in foster care before, but none of her foster parents have any placements available. Jackie takes her to a children's home, Crop Row, where she is left with nothing except the school uniform she is wearing."
m/unmistaken_child,"Young monk Tenzin Zopa has spent most of his life studying at the feet of the esteemed Geshe Lama Konchog. When the older man dies after a long, influential life, Tenzin is assigned to find his teacher's reincarnated soul. Tenzin journeys throughout Nepal, from one small village to another, in search of the child in whom Konchog's spirit has come to reside. This documentary charts Tenzin's arduous, emotional quest, a task that will be judged a success or failure by the Dalai Lama himself."
m/unplanned,"Abby Johnson becomes the youngest clinic director in the history of Planned Parenthood, then a life-changing experience turns her into an anti-abortion activist."
m/unreasonable_man,"Filmmakers Henriette Mantel and Steve Krovan examine the notable career of activist and consumer advocate Ralph Nader. Using a blend of archival film footage and interviews, they chronicle his many accomplishments as well as his controversial bids for the presidency in 1996, 2000 and 2004."
m/unsane,"Sawyer Valentini relocates from Boston to Pennsylvania to escape from the man who's been stalking her for the last two years. While consulting with a therapist, Valentini unwittingly signs in for a voluntary 24-hour commitment to the Highland Creek Behavioral Center. Her stay at the facility soon gets extended when doctors and nurses begin to question her sanity. Sawyer now believes that one of the staffers is her stalker -- and she'll do whatever it takes to stay alive and fight her way out."
m/unsinkable_molly_brown,"Molly Brown (Debbie Reynolds) is determined to rise from her country roots and marry a rich man. She finds one in Johnny Brown (Harve Presnell), who's just sold off his lucrative claim on a Colorado silver mine. With the cash hidden in a stove, Molly accidentally burns it. But Johnny soon strikes it rich in gold, making the pair Denver royalty. But money doesn't ensure happiness and, with their union on the rocks, Molly travels to Europe -- before making an eventful return trip on the Titanic."
m/unstoppable-2010,"When a massive, unmanned locomotive roars out of control, the threat is more ominous than just a derailment. The train is laden with toxic chemicals, and an accident would decimate human life and cause an environmental disaster. The only hope of bringing the train to a safe stop is in the hands of a veteran engineer (Denzel Washington) and a young conductor (Chris Pine), who must risk their lives to save those in the runaway's path. Inspired by true events."
m/unstrung_heroes,"A 12-year-old (Nathan Watt) striving to cope with the impending death of his mother (Andie MacDowell) must leave her and his genius father (John Turturro) and live with his crazy uncles (Michael Richards, Maury Chaykin) in 1960s Los Angeles."
m/untamed_heart,"Caroline (Marisa Tomei), a young waitress who seems to have bad taste in men, is on her way home one night when thugs attempt to rape her. Adam (Christian Slater), the mysterious busboy who works at the same diner, helps fight off the assailants, and she begins a relationship with him -- but not all their fellow Minnesotans are happy for them. Meanwhile, the couple face their own difficulties when Caroline finds about Adam's past, including his unique health condition."
m/until_the_birds_return,"Past and present collide in the lives of a newly wealthy property developer, an ambitious neurologist impeded by wartime wrongdoings and a young woman torn between the path of reason and sentiment."
m/until_the_light_takes_us,"This documentary takes a behind-the-scenes look at the controversial Norwegian black metal scene of the 1990s, an idealistic and innovative musical movement marred by jealous infighting and an unfortunate campaign of public violence. Drummer Leif Gylve ""Fenriz"" Nagell of Darkthrone and Varg Vikernes of Mayhem -- an innovative but troubled musician who spent over a decade behind bars for the murder of black-metal guitarist Øystein ""Euronymous"" Aarseth -- tell their stories."
m/untitled,"Adrian (Adam Goldberg) is an avant-garde music composer whose poorly attended concerts contrast wildly with his brother Josh's (Eion Bailey) great success as a commercial artist. Adrian's luck appears to change when Josh introduces him to Madeleine (Marley Shelton), an art dealer who sells Josh's work. Adrian and Madeleine begin a torrid affair, but when Josh learns about the relationship and Madeleine stops exhibiting his artwork, the stage is set for a showdown between siblings."
